_id,COMMON NAME,LATITUDE,LONGITUDE,OBSERVATION DATE
635ef8325884f45429e61ea8,Black-chested Jay,3.7168289,-76.9749470,1975-07-12
635ef8325884f45429e61ea9,Black-chested Jay,3.6160872,-76.8839664,1975-07-13
635ef8325884f45429e61eaa,Black-chested Jay,3.6160872,-76.8839664,1975-07-13
635ef8325884f45429e61eab,Black-chested Jay,3.6160872,-76.8839664,1975-07-13
635ef8325884f45429e61eac,Black-chested Jay,3.6160872,-76.8839664,1975-07-13
635ef8325884f45429e61ead,Black-chested Jay,3.7168289,-76.9749470,1975-07-12
635ef8325884f45429e61eae,Black-chested Jay,3.7168289,-76.9749470,1975-07-12
635ef8325884f45429e61eaf,Black-chested Jay,3.7168289,-76.9749470,1975-07-12
635ef8915884f45429e626d5,Black-chested Jay,11.1436242,-74.1168702,1976-03-20
635ef90d5884f45429e631ca,Black-chested Jay,11.1113143,-74.0549111,1979-08-09
635ef95e5884f45429e63915,Black-chested Jay,11.2775234,-73.2956885,1982-03-26
635ef9665884f45429e639e7,Black-chested Jay,11.1197280,-74.1199708,1982-03-23
635ef9665884f45429e639e8,Black-chested Jay,11.1116428,-74.0934706,1982-03-23
635ef9665884f45429e639e9,Black-chested Jay,11.0865647,-74.0492892,1982-03-25
635ef97a5884f45429e63bb7,Black-chested Jay,6.5644110,-74.9317017,1982-08-13
635ef98d5884f45429e63d6c,Black-chested Jay,9.0315779,-74.0057087,1983-09-19
635efa4a5884f45429e64e22,Black-chested Jay,6.5549738,-75.8329057,1987-10-17
635efa7a5884f45429e65282,Black-chested Jay,11.0967044,-74.0823898,1987-12-05
635efb245884f45429e6611d,Black-chested Jay,11.1096004,-74.0449333,1988-09-25
635efb245884f45429e6611e,Black-chested Jay,11.1081732,-74.0672630,1988-09-24
635efc255884f45429e6765b,Black-chested Jay,6.2382797,-77.3826634,1989-08-20
635efc515884f45429e67a39,Black-chested Jay,3.7882925,-74.8490810,1989-10-15
635efc665884f45429e67c07,Black-chested Jay,8.6359959,-77.3492432,1989-12-19
635efc665884f45429e67c08,Black-chested Jay,8.6359959,-77.3492432,1989-12-21
635efc975884f45429e68026,Black-chested Jay,3.8025948,-76.9890976,1990-06-18
635efca35884f45429e68145,Black-chested Jay,3.6713329,-76.9468095,1990-07-20
635efca35884f45429e68146,Black-chested Jay,3.6713329,-76.9468095,1990-07-22
635efcde5884f45429e68657,Black-chested Jay,10.4527008,-75.4987335,1991-09-10
635efcde5884f45429e68658,Black-chested Jay,10.1554497,-75.6697083,1991-09-12
635efd075884f45429e689e8,Black-chested Jay,11.1433716,-74.0231323,1992-06-30
635efd0d5884f45429e68a7b,Black-chested Jay,11.1113143,-74.0549111,1992-07-18
635efd2e5884f45429e68d20,Black-chested Jay,8.8536832,-76.4282756,1992-09-27
635efd7d5884f45429e693df,Black-chested Jay,3.8025948,-76.9890976,1993-06-28
635efdfc5884f45429e69f2f,Black-chested Jay,3.8025948,-76.9890976,1994-01-09
635efdfe5884f45429e69f58,Black-chested Jay,6.0312498,-75.1419432,1994-02-20
635efe035884f45429e69fc9,Black-chested Jay,3.8025948,-76.9890976,1994-02-05
635efe0c5884f45429e6a0a7,Black-chested Jay,7.8105618,-77.1482678,1994-06-12
635efe0c5884f45429e6a0a8,Black-chested Jay,8.6359959,-77.3492432,1994-06-18
635efe185884f45429e6a19e,Black-chested Jay,7.8443056,-77.1354444,1994-07-25
635efe4a5884f45429e6a5f3,Black-chested Jay,5.8922594,-74.8552877,1994-09-10
635efe5f5884f45429e6a7ca,Black-chested Jay,5.4942300,-74.9249800,1994-11-01
635efe675884f45429e6a882,Black-chested Jay,6.0527345,-77.3609376,1994-12-04
635efe9a5884f45429e6acbe,Black-chested Jay,7.8443056,-77.1354444,1995-01-17
635efe9a5884f45429e6acbf,Black-chested Jay,7.8443056,-77.1354444,1995-01-20
635efeb45884f45429e6af2a,Black-chested Jay,8.6359959,-77.3492432,1995-03-23
635efed15884f45429e6b1d4,Black-chested Jay,11.1096004,-74.0449333,1995-05-08
635efee45884f45429e6b37e,Black-chested Jay,6.1012801,-77.4309757,1995-07-01
635efefb5884f45429e6b593,Black-chested Jay,3.8414730,-76.8992300,1995-07-20
635eff3f5884f45429e6bb97,Black-chested Jay,10.5700189,-75.4491720,1996-01-08
635effbc5884f45429e6c61c,Black-chested Jay,3.8414730,-76.8992300,1996-04-02
635effdc5884f45429e6c8f8,Black-chested Jay,3.9158560,-76.9634267,1996-06-22
635f00185884f45429e6ce81,Black-chested Jay,11.0374130,-73.9249849,1996-12-21
635f003a5884f45429e6d1a9,Black-chested Jay,7.8443056,-77.1354444,1997-03-01
635f003a5884f45429e6d1aa,Black-chested Jay,7.8443056,-77.1354444,1997-03-01
635f00605884f45429e6d4fc,Black-chested Jay,3.8025948,-76.9890976,1997-03-15
635f00675884f45429e6d593,Black-chested Jay,6.2986420,-77.3820214,1997-04-03
635f007d5884f45429e6d7a8,Black-chested Jay,11.1113143,-74.0549111,1997-07-12
635f007d5884f45429e6d7a9,Black-chested Jay,11.1096004,-74.0449333,1997-07-11
635f01375884f45429e6e7d5,Black-chested Jay,6.5288333,-75.2654444,1998-01-02
635f01375884f45429e6e7d6,Black-chested Jay,5.8922594,-74.8552877,1998-01-04
635f014c5884f45429e6e962,Black-chested Jay,11.3057760,-73.9470172,1998-01-08
635f014c5884f45429e6e963,Black-chested Jay,11.1096004,-74.0449333,1998-01-05
635f01695884f45429e6ebdc,Black-chested Jay,5.8922594,-74.8552877,1998-02-14
635f01695884f45429e6ebdd,Black-chested Jay,5.8922594,-74.8552877,1998-02-15
635f01765884f45429e6ecfd,Black-chested Jay,11.1096004,-74.0449333,1998-02-02
635f01835884f45429e6edf7,Black-chested Jay,6.5288333,-75.2654444,1998-03-23
635f01835884f45429e6edf8,Black-chested Jay,7.3878328,-74.7208500,1998-03-29
635f01835884f45429e6edf9,Black-chested Jay,6.5288333,-75.2654444,1998-03-22
635f01a85884f45429e6f0c7,Black-chested Jay,5.8922594,-74.8552877,1998-04-30
635f01ad5884f45429e6f12e,Black-chested Jay,10.3548691,-75.4298598,1998-04-15
635f01cf5884f45429e6f38a,Black-chested Jay,6.0467170,-74.8093420,1998-05-16
635f01cf5884f45429e6f38b,Black-chested Jay,6.0467170,-74.8093420,1998-05-16
635f01dd5884f45429e6f4b8,Black-chested Jay,11.0374130,-73.9249849,1998-05-15
635f01e95884f45429e6f5c7,Black-chested Jay,3.7506725,-76.9485099,1998-06-20
635f02285884f45429e6faa5,Black-chested Jay,6.2301161,-77.4049380,1998-08-30
635f02285884f45429e6faa6,Black-chested Jay,6.0242886,-77.3298637,1998-08-28
635f02b95884f45429e706f6,Black-chested Jay,4.7020222,-74.0732789,1998-11-08
635f02cc5884f45429e70869,Black-chested Jay,5.8922594,-74.8552877,1998-12-19
635f02cc5884f45429e7086a,Black-chested Jay,5.8922594,-74.8552877,1998-12-22
635f02cc5884f45429e7086b,Black-chested Jay,5.8922594,-74.8552877,1998-12-20
635f02cc5884f45429e7086c,Black-chested Jay,5.8922594,-74.8552877,1998-12-19
635f02cc5884f45429e7086d,Black-chested Jay,5.8922594,-74.8552877,1998-12-23
635f02cc5884f45429e7086e,Black-chested Jay,5.8922594,-74.8552877,1998-12-21
635f02cc5884f45429e7086f,Black-chested Jay,5.8922594,-74.8552877,1998-12-22
